NAME,YEAR,AUTHOR,MUSEUM,STYLE,AMOUNT,SEGURO_TOTAL
Balance Colors Serenity 2622,1910,Jean-Michel Basquiat,The British Museum,Abstract,10234203,0.38469564
Harmony Fantasy Light 2386,1513,Banksy,Louvre Museum,Baroque,13785882,0.729388131
Chaos Abstract Chaos 2107,1844,Jasper Johns,Louvre Museum,Cubism,12817117,0.501625822
Balance Light Colors 2206,1694,Gustav Klimt,State Hermitage Museum,Impressionism,11757257,0.639814134
Dream Journey Abstract 2434,1562,Jackson Pollock,The British Museum,Surrealism,7009019,0.28394828
Beauty Journey Ocean 2019,1745,Georgia O'Keeffe,Vatican Museums,Abstract,1156854,0.110738665
Tranquility Abstract Serenity 2255,1584,Gustav Klimt,Louvre Museum,Romanticism,7684206,0.497192643
Euphoria Fantasy Chaos 1778,1965,Jean-Michel Basquiat,Louvre Museum,Realism,7433927,0.429941536
Serenity Love Journey 2547,1986,Jean-Michel Basquiat,Prado Museum,Surrealism,8934181,0.12383877
Awakening Serenity Euphoria 1665,1816,Vincent van Gogh,Louvre Museum,Realism,12573010,0.222044023
Rhythm Reflections Journey 1656,1678,Rembrandt van Rijn,Prado Museum,Baroque,12549530,0.319525249
Light Chaos Beauty 1556,1636,Gustav Klimt,National Gallery,Realism,4513879,0.44965348
Harmony Beauty Light 2229,1566,Michelangelo Buonarroti,Tate Modern,Renaissance,12371126,0.176653306
Passion Awakening Chaos 2452,1630,Andy Warhol,Uffizi Gallery,Baroque,7818619,0.876476273
Rhythm Beauty Light 1545,1780,Edvard Munch,Metropolitan Museum of Art,Baroque,13338240,0.74606539
Harmony Fantasy Awakening 2506,1561,Frida Kahlo,Museum of Modern Art,Renaissance,10703286,0.662455461
Rhythm Beauty Sunset 1611,1739,Banksy,The British Museum,Impressionism,8760584,0.460014852
Beauty Abstract Colors 2499,1997,Andy Warhol,State Hermitage Museum,Expressionism,12182345,0.102163815
Light Whispers Tranquility 2156,1573,Henri Matisse,Prado Museum,Expressionism,13517464,0.58586462
Awakening Fantasy Whispers 2196,2020,Henri Matisse,The British Museum,Renaissance,10473440,0.183938685
Journey Ocean Forest 2698,1977,Diego Rivera,National Gallery,Baroque,2093464,0.373916579
Love Love Colors 2156,1933,Mark Rothko,Prado Museum,Renaissance,2197198,0.394802465
Love Passion Whispers 2217,1948,Banksy,National Gallery,Abstract,7185984,0.585993479
Ocean Memories Balance 1869,1964,Salvador Dali,The British Museum,Impressionism,1591448,0.428036844
Fantasy Dream Serenity 2092,1971,Georgia O'Keeffe,State Hermitage Museum,Minimalism,5073002,0.054038702
Love Whispers Forest 1610,2020,Edvard Munch,National Gallery,Renaissance,7188452,0.571534468
Beauty Rhythm Time 2298,2020,Frida Kahlo,Tate Modern,Surrealism,6831779,0.977936135
Reflections Colors Fantasy 2085,1803,Banksy,Museum of Modern Art,Surrealism,3749803,0.373197985
Love Dream Sunset 2026,1951,Edvard Munch,Metropolitan Museum of Art,Baroque,8814453,0.553314568
Journey Love Passion 1925,1670,Lucian Freud,Vatican Museums,Minimalism,3951280,0.431545255
Colors Whispers Tranquility 1937,1718,Pablo Picasso,Museum of Modern Art,Renaissance,12420992,0.114498795
Fantasy Journey Forest 2249,1866,Peter Paul Rubens,Museum of Modern Art,Baroque,11798527,0.692912422
Harmony Nature Chaos 2592,1749,Leonardo da Vinci,Metropolitan Museum of Art,Surrealism,13881267,0.739291042
Colors Passion Reflections 1973,1802,Gustav Klimt,Louvre Museum,Baroque,7100451,0.790207285
Journey Forest Awakening 1778,2007,Vincent van Gogh,National Gallery,Abstract,4829269,0.438485961
Passion Tranquility Nature 2292,1871,Leonardo da Vinci,Metropolitan Museum of Art,Realism,13103274,0.340832708
Serenity Abstract Serenity 1922,1588,Michelangelo Buonarroti,Prado Museum,Cubism,14989745,0.998482873
Nature Euphoria Sunset 1923,1610,Mark Rothko,Prado Museum,Abstract,3057057,0.646310761
Light Light Rhythm 1528,1827,Jackson Pollock,State Hermitage Museum,Minimalism,13959652,0.965885759
Love Ocean Forest 2136,1833,Edvard Munch,Uffizi Gallery,Baroque,14618116,0.590563888
Chaos Chaos Sunset 2451,1799,Georgia O'Keeffe,Tate Modern,Minimalism,7686042,0.732264225
Serenity Rhythm Chaos 1799,1762,Lucian Freud,Louvre Museum,Expressionism,2476153,0.155180321
Passion Sunset Fantasy 2573,1640,Edvard Munch,The British Museum,Romanticism,8013317,0.700257271
Journey Sunset Sunset 2119,1937,Lucian Freud,Prado Museum,Renaissance,8775296,0.123520529
Memories Serenity Balance 1829,1962,Caravaggio,Metropolitan Museum of Art,Baroque,12311839,0.832748589
Love Light Dream 2652,1516,Edouard Manet,Metropolitan Museum of Art,Renaissance,7816061,0.301791825
Forest Chaos Tranquility 2362,1666,Gustav Klimt,Uffizi Gallery,Realism,10650587,0.69623414
Memories Awakening Tranquility 1777,1787,Paul Cezanne,State Hermitage Museum,Realism,7887614,0.983834305
Fantasy Sunset Ocean 1882,1800,Jean-Michel Basquiat,Metropolitan Museum of Art,Impressionism,6992141,0.169671146
Sunset Memories Tranquility 2673,1990,Paul Cezanne,National Gallery,Abstract,4681732,0.104963794
Balance Balance Dream 2316,1901,Diego Rivera,Metropolitan Museum of Art,Minimalism,13066091,0.624296984
Journey Beauty Serenity 2091,1861,Frida Kahlo,National Gallery,Abstract,12471117,0.131288442
Colors Tranquility Reflections 1688,1810,Mark Rothko,Metropolitan Museum of Art,Cubism,3328406,0.023704379
Light Sunset Euphoria 2028,1763,Peter Paul Rubens,National Gallery,Baroque,9860168,0.637087473
Fantasy Sunset Colors 2114,1897,Diego Rivera,Tate Modern,Minimalism,7283228,0.293203884
Dream Journey Light 2148,1554,Leonardo da Vinci,Museum of Modern Art,Romanticism,2951103,0.153963164
Memories Tranquility Light 1702,1503,Jackson Pollock,Metropolitan Museum of Art,Realism,7903787,0.140123365
Beauty Time Sunset 1712,1654,Diego Rivera,The British Museum,Renaissance,7500077,0.025125078
Light Love Memories 1509,1757,Pablo Picasso,Prado Museum,Minimalism,6037294,0.303503704
Beauty Colors Beauty 1599,1656,Peter Paul Rubens,Museum of Modern Art,Renaissance,12283931,0.09160635
Serenity Harmony Awakening 2469,1926,Vincent van Gogh,Tate Modern,Cubism,14475314,0.779175401
Whispers Journey Nature 2300,1985,Peter Paul Rubens,Prado Museum,Renaissance,6556234,0.704276875
Memories Balance Forest 1786,1700,Peter Paul Rubens,The British Museum,Realism,1824764,0.279932378
Fantasy Love Passion 2238,1629,Georgia O'Keeffe,Vatican Museums,Expressionism,13665808,0.812633372
Reflections Beauty Beauty 2618,1808,Henri Matisse,Louvre Museum,Baroque,1278227,0.00468127
Awakening Journey Journey 1505,1554,Edvard Munch,Tate Modern,Expressionism,14819167,0.02103109
Whispers Forest Awakening 2609,1596,Alfred Sisley,State Hermitage Museum,Cubism,7042816,0.650094416
Awakening Journey Ocean 2008,1842,Claude Monet,Metropolitan Museum of Art,Minimalism,13005773,0.136200437
Rhythm Serenity Forest 1977,1895,Peter Paul Rubens,Metropolitan Museum of Art,Abstract,3030375,0.17614243
Chaos Tranquility Harmony 2661,1996,Banksy,National Gallery,Baroque,9214616,0.855277446
Awakening Beauty Awakening 2641,1833,Jasper Johns,State Hermitage Museum,Realism,13752046,0.574733821
Journey Time Dream 1989,1603,Claude Monet,Tate Modern,Renaissance,3661671,0.216158988
Balance Abstract Journey 2290,1558,Salvador Dali,Museum of Modern Art,Impressionism,1029146,0.280672555
Reflections Sunset Love 2326,1980,Salvador Dali,Tate Modern,Romanticism,6970611,0.031106183
Tranquility Fantasy Nature 2398,1747,Caravaggio,Uffizi Gallery,Renaissance,6114731,0.799534651
Abstract Ocean Time 2472,1947,Claude Monet,Uffizi Gallery,Baroque,8718580,0.685103453
Reflections Beauty Chaos 2697,1884,Peter Paul Rubens,Tate Modern,Baroque,11134630,0.503999597
Euphoria Time Balance 1534,1767,Vincent van Gogh,Vatican Museums,Renaissance,3934204,0.152223204
Forest Passion Passion 1859,1988,Caravaggio,State Hermitage Museum,Expressionism,12699860,0.937723441
Time Chaos Time 1701,1688,Mark Rothko,The British Museum,Romanticism,14565583,0.66177671
Light Light Awakening 2686,1908,Caravaggio,Museum of Modern Art,Baroque,3403078,0.826019509
Love Tranquility Journey 1564,1949,Edouard Manet,Tate Modern,Baroque,6624194,0.207371596
Tranquility Love Balance 2041,1652,Frida Kahlo,Tate Modern,Abstract,4163099,0.497915444
Whispers Harmony Sunset 2486,1525,Jackson Pollock,Louvre Museum,Minimalism,8810300,0.634872212
Beauty Harmony Serenity 2471,1800,Michelangelo Buonarroti,The British Museum,Minimalism,1835461,0.699221947
Tranquility Euphoria Harmony 1595,1800,Michelangelo Buonarroti,Metropolitan Museum of Art,Baroque,11261123,0.180706813
Euphoria Forest Sunset 2144,1733,Banksy,National Gallery,Cubism,1202402,0.563506643
Chaos Reflections Time 2298,1689,Edouard Manet,National Gallery,Renaissance,5943763,0.479983552
Balance Serenity Journey 1769,1822,Alfred Sisley,Louvre Museum,Realism,4533493,0.493861232
Rhythm Nature Fantasy 2123,1953,Rembrandt van Rijn,Uffizi Gallery,Baroque,1598120,0.252935789
Whispers Whispers Ocean 2564,1735,Vincent van Gogh,Louvre Museum,Impressionism,9781808,0.877710711
Memories Passion Time 1593,1961,Henri Matisse,National Gallery,Minimalism,2843720,0.808746104
Fantasy Serenity Abstract 2007,2002,Henri Matisse,National Gallery,Baroque,1304849,0.96259874
Forest Light Fantasy 2120,1850,Vincent van Gogh,Vatican Museums,Cubism,4832703,0.85060948
Fantasy Awakening Harmony 1807,1831,Edouard Manet,Prado Museum,Surrealism,1893453,0.403406906
Awakening Journey Sunset 2085,1728,Lucian Freud,Museum of Modern Art,Impressionism,8245635,0.252122622
Chaos Colors Awakening 2575,1574,Henri Matisse,National Gallery,Minimalism,2967776,0.640189503
Serenity Love Abstract 2098,1752,Leonardo da Vinci,National Gallery,Minimalism,1232152,0.867731739
Reflections Passion Time 1538,1992,Diego Rivera,Museum of Modern Art,Romanticism,7321134,0.185311517
Rhythm Nature Euphoria 1517,1906,Rembrandt van Rijn,State Hermitage Museum,Cubism,13880324,0.399846674
Love Nature Abstract 1625,1793,Leonardo da Vinci,Louvre Museum,Renaissance,4886022,0.196450297
Dream Awakening Memories 2623,1996,Pablo Picasso,Metropolitan Museum of Art,Surrealism,9160928,0.639418262
Reflections Reflections Passion 1755,1701,Jean-Michel Basquiat,Vatican Museums,Cubism,5580325,0.461137307
Euphoria Light Passion 1846,1795,Rembrandt van Rijn,National Gallery,Surrealism,2366366,0.032244286
Abstract Balance Light 2145,1587,Andy Warhol,Museum of Modern Art,Realism,3291021,0.667927663
Chaos Balance Nature 2517,1559,Peter Paul Rubens,The British Museum,Realism,8638428,0.086730797
Beauty Time Whispers 1569,1690,Frida Kahlo,Vatican Museums,Surrealism,12909499,0.6478033
Sunset Memories Nature 2559,1524,Georgia O'Keeffe,The British Museum,Cubism,2611195,0.566701398
Chaos Journey Love 2031,1992,Salvador Dali,Louvre Museum,Renaissance,1626865,0.685405847
Harmony Abstract Harmony 2623,1842,Claude Monet,Prado Museum,Surrealism,8994285,0.494960412
Sunset Reflections Time 2212,1680,Banksy,National Gallery,Impressionism,13286082,0.953050282
Tranquility Whispers Love 2488,1701,Pablo Picasso,State Hermitage Museum,Abstract,8318197,0.805613282
Journey Serenity Beauty 1842,1920,Edvard Munch,Uffizi Gallery,Impressionism,9791424,0.818202463
Beauty Reflections Forest 2526,2015,Henri Matisse,National Gallery,Renaissance,5754084,0.413232371
Time Abstract Journey 1752,2015,Jean-Michel Basquiat,State Hermitage Museum,Surrealism,4027551,0.358936692
Abstract Time Sunset 1858,1540,Jean-Michel Basquiat,Vatican Museums,Cubism,7614011,0.872060501
Euphoria Journey Awakening 2088,1597,Jackson Pollock,National Gallery,Abstract,2492238,0.291861315
Memories Balance Forest 1965,1906,Frida Kahlo,The British Museum,Expressionism,5102876,0.356002399
Journey Abstract Sunset 1821,1687,Jackson Pollock,National Gallery,Baroque,4511119,0.88762791
Awakening Colors Passion 2242,1877,Henri Matisse,Uffizi Gallery,Expressionism,12824183,0.954702604
Ocean Beauty Forest 2444,1563,Georgia O'Keeffe,Prado Museum,Surrealism,13559565,0.774812078
Awakening Light Chaos 1910,1928,Edvard Munch,State Hermitage Museum,Realism,5577750,0.75505773
Time Light Tranquility 2430,1678,Banksy,Metropolitan Museum of Art,Surrealism,13505809,0.132486271
Fantasy Forest Awakening 2254,1879,Jasper Johns,Museum of Modern Art,Surrealism,1217314,0.195826507
Euphoria Serenity Colors 2569,1728,Andy Warhol,Tate Modern,Cubism,5008199,0.818598793
Ocean Chaos Ocean 2138,1533,Vincent van Gogh,Vatican Museums,Surrealism,1986907,0.628308188
Abstract Harmony Reflections 1548,1724,Jasper Johns,Tate Modern,Realism,3602803,0.385262972
Nature Abstract Awakening 1966,1671,Henri Matisse,Prado Museum,Romanticism,4738764,0.946300091
Harmony Whispers Memories 2537,1912,Jean-Michel Basquiat,Metropolitan Museum of Art,Impressionism,7930870,0.532886966
Chaos Time Fantasy 2083,1854,Paul Cezanne,Tate Modern,Romanticism,3345874,0.842050372
Harmony Sunset Harmony 2697,1792,Frida Kahlo,Louvre Museum,Romanticism,10924205,0.852914561
Forest Reflections Fantasy 2559,1773,Banksy,Uffizi Gallery,Baroque,2653267,0.457026385
Colors Euphoria Passion 1555,2006,Diego Rivera,National Gallery,Renaissance,3283160,0.132213069
Light Love Colors 2475,1755,Edouard Manet,Tate Modern,Renaissance,11030011,0.390849063
Passion Light Sunset 1617,1618,Edouard Manet,Uffizi Gallery,Baroque,11875415,0.627845871
Awakening Harmony Light 2348,1506,Vincent van Gogh,Vatican Museums,Surrealism,2671097,0.078693231
Balance Fantasy Passion 2046,1917,Claude Monet,Metropolitan Museum of Art,Impressionism,13446312,0.04096014
Harmony Euphoria Light 2688,1979,Caravaggio,Tate Modern,Surrealism,5061575,0.044678165
Awakening Forest Balance 2523,1629,Lucian Freud,Museum of Modern Art,Minimalism,9861103,0.162864758
Whispers Ocean Ocean 2153,1900,Pablo Picasso,Vatican Museums,Minimalism,2275840,0.3974254
Serenity Time Sunset 2478,1742,Rembrandt van Rijn,Metropolitan Museum of Art,Abstract,2838957,0.7631957
Dream Tranquility Passion 2074,1956,Jackson Pollock,Museum of Modern Art,Minimalism,9710970,0.238670574
Journey Journey Fantasy 1993,1927,Pablo Picasso,National Gallery,Abstract,1527412,0.653821228
Journey Fantasy Passion 1965,1751,Gustav Klimt,Museum of Modern Art,Baroque,4952469,0.110614798
Sunset Balance Nature 2685,1860,Henri Matisse,Louvre Museum,Renaissance,12797807,0.227889361
Rhythm Awakening Ocean 1878,1502,Frida Kahlo,Prado Museum,Baroque,5125560,0.129519101
Light Light Sunset 1549,1819,Gustav Klimt,Uffizi Gallery,Realism,3487360,0.753482525
Balance Harmony Light 1886,1982,Jasper Johns,The British Museum,Minimalism,6991554,0.561302908
Sunset Journey Reflections 2360,1622,Gustav Klimt,Louvre Museum,Cubism,8156958,0.96361027
Chaos Dream Awakening 2514,1783,Jasper Johns,Uffizi Gallery,Impressionism,7198839,0.441622934
Light Light Light 1534,1547,Jackson Pollock,National Gallery,Surrealism,5896568,0.67085787
Beauty Serenity Harmony 2536,1835,Andy Warhol,Louvre Museum,Cubism,4657327,0.856155505
Love Passion Beauty 2517,2002,Alfred Sisley,Vatican Museums,Realism,10964220,0.459519817
Abstract Sunset Sunset 1548,2000,Michelangelo Buonarroti,State Hermitage Museum,Minimalism,3788984,0.699447426
Rhythm Ocean Nature 2107,1656,Michelangelo Buonarroti,Louvre Museum,Realism,10384773,0.085359618
Sunset Sunset Light 2139,1510,Jean-Michel Basquiat,Louvre Museum,Expressionism,1784983,0.559084474
Dream Euphoria Tranquility 2492,1718,Andy Warhol,Metropolitan Museum of Art,Impressionism,8365725,0.741647091
Abstract Forest Time 2391,1702,Gustav Klimt,Prado Museum,Impressionism,1560107,0.235969624
Love Chaos Colors 1650,1739,Salvador Dali,Museum of Modern Art,Realism,11326045,0.030844159
Awakening Nature Abstract 2472,1959,Frida Kahlo,Tate Modern,Surrealism,14116042,0.809057482
Dream Fantasy Passion 2346,1781,Jean-Michel Basquiat,National Gallery,Romanticism,9066988,0.956145734
Tranquility Tranquility Dream 2080,1847,Jackson Pollock,Museum of Modern Art,Impressionism,5332603,0.621190309
Fantasy Whispers Awakening 2334,1925,Banksy,National Gallery,Realism,3388590,0.361525807
Beauty Passion Love 2083,1707,Michelangelo Buonarroti,Metropolitan Museum of Art,Expressionism,14898705,0.739865726
Reflections Fantasy Colors 2229,1907,Edvard Munch,The British Museum,Impressionism,12669068,0.847359366
Passion Passion Time 1610,1531,Andy Warhol,The British Museum,Expressionism,14690311,0.765925199
Dream Journey Light 1773,1618,Andy Warhol,State Hermitage Museum,Surrealism,11649683,0.877403625
Love Abstract Rhythm 2064,1870,Jean-Michel Basquiat,Uffizi Gallery,Realism,3793113,0.165562428
Forest Time Light 2265,1521,Caravaggio,Uffizi Gallery,Cubism,6851634,0.632507555
Forest Chaos Reflections 2602,1929,Claude Monet,Louvre Museum,Realism,13296456,0.914564385
Journey Ocean Harmony 2245,1864,Gustav Klimt,Uffizi Gallery,Minimalism,7080163,0.26859013
Fantasy Time Sunset 1878,1902,Paul Cezanne,National Gallery,Cubism,9333991,0.975149103
Harmony Harmony Sunset 1929,1971,Rembrandt van Rijn,Metropolitan Museum of Art,Renaissance,4339047,0.752501682
Beauty Abstract Colors 1658,1982,Vincent van Gogh,National Gallery,Romanticism,9973286,0.081054226
Light Love Ocean 2165,1959,Jackson Pollock,Louvre Museum,Abstract,1269213,0.232784715
Love Fantasy Time 2512,1711,Salvador Dali,Tate Modern,Surrealism,4612475,0.196460061
Sunset Euphoria Balance 2240,1592,Jasper Johns,Vatican Museums,Baroque,4881874,0.373897438
Rhythm Rhythm Rhythm 1978,1749,Lucian Freud,National Gallery,Impressionism,11225424,0.060044344
Reflections Serenity Abstract 1996,1681,Georgia O'Keeffe,National Gallery,Surrealism,4605430,0.645953037
Journey Tranquility Journey 2350,1559,Lucian Freud,State Hermitage Museum,Renaissance,5742244,0.645372188
Abstract Harmony Journey 2505,1970,Leonardo da Vinci,Uffizi Gallery,Baroque,7012373,0.945467252
Reflections Dream Passion 2497,1658,Pablo Picasso,Prado Museum,Baroque,2429740,0.264512319
Tranquility Forest Reflections 2166,1917,Lucian Freud,Museum of Modern Art,Realism,6295222,0.242287752
Time Harmony Harmony 2149,1765,Caravaggio,Tate Modern,Abstract,11466599,0.325844919
Abstract Nature Nature 2166,1606,Jean-Michel Basquiat,Louvre Museum,Renaissance,5388809,0.33390209
Ocean Time Ocean 2164,1671,Henri Matisse,Uffizi Gallery,Baroque,1671461,0.400991856
Fantasy Ocean Chaos 1601,1806,Andy Warhol,Vatican Museums,Impressionism,2137815,0.075467764
Reflections Awakening Harmony 1557,1599,Salvador Dali,Metropolitan Museum of Art,Abstract,13101224,0.977157021
Ocean Forest Love 2607,1639,Frida Kahlo,State Hermitage Museum,Renaissance,11454624,0.739089752
Awakening Beauty Euphoria 1820,1772,Jean-Michel Basquiat,State Hermitage Museum,Minimalism,6569270,0.459367681
Rhythm Light Fantasy 2320,1800,Lucian Freud,State Hermitage Museum,Renaissance,3713388,0.910485739
Reflections Tranquility Sunset 2008,1912,Mark Rothko,Museum of Modern Art,Expressionism,1990850,0.177685103
Sunset Balance Chaos 2688,1501,Claude Monet,National Gallery,Baroque,11829436,0.50071317
Harmony Whispers Tranquility 2213,1586,Jean-Michel Basquiat,The British Museum,Minimalism,6720788,0.419098915
Love Rhythm Nature 2564,1965,Peter Paul Rubens,Metropolitan Museum of Art,Renaissance,3748432,0.716758677
Time Reflections Memories 1913,1884,Henri Matisse,Vatican Museums,Renaissance,12070298,0.58992859
Memories Colors Serenity 2536,1906,Rembrandt van Rijn,Tate Modern,Renaissance,2171487,0.416778124
Nature Fantasy Colors 1658,2011,Mark Rothko,Metropolitan Museum of Art,Renaissance,7156043,0.146282305
Dream Serenity Beauty 2549,1595,Michelangelo Buonarroti,Uffizi Gallery,Cubism,13337688,0.787829959
Forest Nature Memories 1775,1673,Claude Monet,National Gallery,Cubism,2722452,0.339981119
Serenity Tranquility Passion 1597,1596,Vincent van Gogh,Uffizi Gallery,Realism,8718715,0.155361557
Reflections Serenity Fantasy 2406,1695,Mark Rothko,Uffizi Gallery,Baroque,8661281,0.205793357
Colors Rhythm Chaos 2077,2019,Georgia O'Keeffe,Uffizi Gallery,Renaissance,5905190,0.260897947
Nature Colors Memories 2410,2013,Vincent van Gogh,National Gallery,Romanticism,10593854,0.64559032
Abstract Love Tranquility 1765,1724,Paul Cezanne,Louvre Museum,Romanticism,9625619,0.28834959
Whispers Rhythm Reflections 2089,1754,Vincent van Gogh,Louvre Museum,Minimalism,6032605,0.368311695
Time Forest Dream 1879,1983,Edvard Munch,Uffizi Gallery,Impressionism,2311449,0.94012395
Tranquility Reflections Colors 2534,1861,Jasper Johns,Metropolitan Museum of Art,Cubism,1652475,0.542539006
Whispers Colors Reflections 2078,2003,Peter Paul Rubens,Tate Modern,Romanticism,14842177,0.592974019
Sunset Chaos Beauty 1755,1977,Caravaggio,Tate Modern,Expressionism,9331370,0.027636984
Passion Abstract Sunset 2446,1700,Edvard Munch,National Gallery,Cubism,2451778,0.491582967
Colors Colors Ocean 2149,1990,Caravaggio,Uffizi Gallery,Cubism,3514218,0.749944047
Sunset Rhythm Dream 1641,1901,Vincent van Gogh,Prado Museum,Renaissance,8279815,0.17174788
Love Harmony Forest 2516,1788,Andy Warhol,Vatican Museums,Cubism,1907980,0.143379094
Balance Whispers Sunset 1579,1555,Gustav Klimt,State Hermitage Museum,Abstract,7138228,0.125451906
Awakening Whispers Ocean 2555,1884,Banksy,Vatican Museums,Surrealism,14729604,0.688834802
Forest Serenity Awakening 1892,1910,Michelangelo Buonarroti,The British Museum,Impressionism,14952231,0.987465948
Balance Abstract Rhythm 1591,1654,Andy Warhol,National Gallery,Renaissance,1001459,0.380444629
Nature Abstract Beauty 1935,1982,Gustav Klimt,Vatican Museums,Minimalism,10516596,0.695535858
Euphoria Fantasy Euphoria 2117,1763,Andy Warhol,State Hermitage Museum,Cubism,14941508,0.176949375
Whispers Beauty Colors 1742,1503,Gustav Klimt,Tate Modern,Expressionism,14883833,0.212164493
Reflections Forest Journey 2103,1970,Georgia O'Keeffe,Museum of Modern Art,Realism,10092207,0.198661894
Love Love Memories 1878,1993,Claude Monet,Metropolitan Museum of Art,Romanticism,11731453,0.966861431
Time Colors Beauty 2555,1666,Paul Cezanne,Louvre Museum,Baroque,5500466,0.956981519
Sunset Reflections Harmony 1786,1659,Caravaggio,Louvre Museum,Baroque,8687364,0.087068139
Light Serenity Nature 2392,1523,Edvard Munch,State Hermitage Museum,Abstract,4642079,0.512406194
Sunset Passion Harmony 1723,2014,Paul Cezanne,The British Museum,Cubism,5445694,0.08871548
Serenity Tranquility Love 2011,1894,Pablo Picasso,Metropolitan Museum of Art,Abstract,5499118,0.111860504
Fantasy Balance Harmony 2223,1973,Salvador Dali,The British Museum,Realism,5934475,0.551765215
Whispers Colors Ocean 2188,1523,Mark Rothko,Vatican Museums,Realism,7183180,0.117677492
Balance Nature Light 2320,1633,Banksy,Uffizi Gallery,Renaissance,13044264,0.102166298
Time Journey Harmony 2616,1794,Mark Rothko,National Gallery,Impressionism,7565916,0.453560456
Tranquility Forest Harmony 2029,1905,Leonardo da Vinci,The British Museum,Impressionism,14710214,0.749944405
Forest Passion Rhythm 2053,1770,Edouard Manet,Museum of Modern Art,Minimalism,6201282,0.418644653
Memories Passion Colors 1538,1622,Andy Warhol,Tate Modern,Realism,11774105,0.422558784
Nature Whispers Colors 1849,1910,Diego Rivera,Louvre Museum,Abstract,11670935,0.055570836
Chaos Sunset Chaos 2585,1777,Banksy,State Hermitage Museum,Romanticism,2680777,0.32926503
Rhythm Balance Dream 1871,1609,Peter Paul Rubens,Museum of Modern Art,Romanticism,6051246,0.926843014
Journey Euphoria Abstract 1523,1648,Banksy,Prado Museum,Impressionism,6557369,0.047294742
Ocean Beauty Fantasy 1681,1679,Diego Rivera,State Hermitage Museum,Abstract,4207468,0.287708493
Tranquility Passion Passion 2591,1871,Lucian Freud,Tate Modern,Surrealism,1204358,0.798735389
Abstract Sunset Memories 1505,2010,Jackson Pollock,Vatican Museums,Cubism,6080888,0.833209089
Light Abstract Whispers 1640,1785,Edvard Munch,Metropolitan Museum of Art,Expressionism,1762437,0.475661274
Harmony Passion Passion 2630,1871,Alfred Sisley,State Hermitage Museum,Surrealism,2132429,0.514399783
Colors Forest Awakening 1634,1593,Edvard Munch,State Hermitage Museum,Abstract,7013654,0.104607413
Time Euphoria Time 1704,1803,Claude Monet,Tate Modern,Cubism,10665265,0.159790493
Forest Passion Journey 2033,1675,Gustav Klimt,Metropolitan Museum of Art,Impressionism,13305924,0.57796881
Chaos Balance Passion 2177,1779,Jasper Johns,Uffizi Gallery,Expressionism,2424227,0.331423412
Whispers Beauty Reflections 1995,1940,Pablo Picasso,National Gallery,Abstract,13068568,0.586122761
Harmony Beauty Sunset 2357,1572,Alfred Sisley,State Hermitage Museum,Abstract,3384726,0.650099317
Harmony Time Abstract 2212,1599,Leonardo da Vinci,Museum of Modern Art,Cubism,2586522,0.564785203
Euphoria Beauty Chaos 2302,1998,Mark Rothko,Prado Museum,Renaissance,14792802,0.639319013
Love Light Time 1927,1744,Rembrandt van Rijn,Tate Modern,Cubism,11858086,0.523622782
Love Fantasy Journey 1785,1545,Diego Rivera,Vatican Museums,Surrealism,11972775,0.93188214
Light Euphoria Awakening 1887,1710,Claude Monet,Metropolitan Museum of Art,Surrealism,9930818,0.533369976
Time Chaos Sunset 1637,1805,Pablo Picasso,State Hermitage Museum,Abstract,1342673,0.368419019
Euphoria Time Balance 2019,1540,Leonardo da Vinci,The British Museum,Romanticism,3516164,0.588056404
Balance Rhythm Light 2032,1760,Frida Kahlo,Vatican Museums,Impressionism,7169177,0.506411107
Chaos Love Harmony 2103,1851,Vincent van Gogh,Tate Modern,Cubism,2454205,0.77603908
Sunset Time Colors 2489,1804,Frida Kahlo,Vatican Museums,Minimalism,7830014,0.029271839
Time Sunset Balance 1926,1797,Claude Monet,Louvre Museum,Abstract,6854286,0.858837752
Reflections Journey Tranquility 1762,1790,Leonardo da Vinci,Museum of Modern Art,Cubism,8682166,0.671893587
Serenity Journey Abstract 1746,1504,Vincent van Gogh,Louvre Museum,Abstract,11040823,0.435753605
Harmony Journey Love 2153,1820,Lucian Freud,Metropolitan Museum of Art,Baroque,5727489,0.524751993
Sunset Journey Dream 1955,1630,Leonardo da Vinci,Uffizi Gallery,Abstract,6929016,0.519193958
Dream Forest Forest 1927,1697,Lucian Freud,Museum of Modern Art,Abstract,12882779,0.974945233
Reflections Chaos Reflections 2231,1960,Caravaggio,Vatican Museums,Surrealism,8202608,0.358661305
Tranquility Memories Colors 1673,1713,Frida Kahlo,Tate Modern,Impressionism,12817574,0.012243267
Serenity Beauty Nature 2319,1642,Lucian Freud,Prado Museum,Minimalism,13575866,0.55294425
Rhythm Light Dream 1918,1676,Diego Rivera,Uffizi Gallery,Minimalism,8678574,0.290523724
Abstract Memories Love 2543,1827,Alfred Sisley,State Hermitage Museum,Realism,5452195,0.560254257
Rhythm Forest Harmony 1768,1542,Jackson Pollock,Tate Modern,Surrealism,2476185,0.123676171
Time Passion Passion 1594,1860,Leonardo da Vinci,Museum of Modern Art,Expressionism,7408296,0.674473537
Colors Beauty Chaos 1822,1579,Jackson Pollock,Louvre Museum,Impressionism,10723713,0.96723977
Tranquility Light Forest 2208,1961,Claude Monet,State Hermitage Museum,Abstract,10531852,0.59864795
